Mon Feb 06 03:24:51 +0000 2017 | Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck.
Mon Dec 21 03:33:50 +0000 2015 | Steve Harvey just made #MissUniverse2015 more of a joke than it already was, which in theory should not be possible.
Thu Dec 17 16:50:49 +0000 2015 | Fine, I'll coach Chelsea.
Wed Dec 16 02:07:43 +0000 2015 | I just hate all these people.  #GOPDebate
Tue Dec 15 21:50:59 +0000 2015 | "Star Wars" spoiler: at the end, your life goes on unchanged.
Mon Dec 14 16:19:26 +0000 2015 | I'm going to reduce My carbon footprint by destroying mankind.
Sun Dec 13 01:08:01 +0000 2015 | You better not shout. You better not cry. You better not pout. I'm telling you why. Life is a meaningless parade towards death.
Thu Dec 10 17:38:54 +0000 2015 | He who knows, does not speak. He who speaks, does not know. Shut up, is what I'm saying.
Thu Dec 10 01:03:29 +0000 2015 | You are your own punishment.
Tue Dec 08 18:52:35 +0000 2015 | Donald Trump is a huge asshole who is ahead in the polls because millions and millions of Americans are also huge assholes.
Sun Dec 06 22:59:44 +0000 2015 | Yes he was. And I love him. I love My dead gay son. https://t.co/lawoTWOl7X
Sat Dec 05 00:08:38 +0000 2015 | Retweeting this will make everything better.
Thu Dec 03 16:23:49 +0000 2015 | Every new day is another chance to lose faith in humanity.
Thu Dec 03 02:32:33 +0000 2015 | Correct. https://t.co/a5c3KiVGEK
Wed Dec 02 22:03:04 +0000 2015 | Stop praying. I'm clearly not listening.
Wed Dec 02 05:05:35 +0000 2015 | You are all ridiculous.
Tue Dec 01 23:11:51 +0000 2015 | No. I have no plan, asshole. https://t.co/EIROrXoVtT
Tue Dec 01 04:44:38 +0000 2015 | Yep, I hate Cleveland THAT much.
Tue Nov 24 21:07:24 +0000 2015 | Only Messi can save you.
Tue Nov 24 18:58:24 +0000 2015 | This is an extremely ironic time for the President to be pardoning Turkey.
Tue Nov 24 03:02:10 +0000 2015 | You happened because I created monkeys and got arrogant.
Mon Nov 23 16:41:38 +0000 2015 | Jon Snow died for your sins and rose from the dead.
Sat Nov 21 03:20:58 +0000 2015 | I cannot overstate the extent to which mankind is screwed.
Fri Nov 20 00:22:32 +0000 2015 | Life is a small minority of total assholes ruining it for the vast majority of partial assholes.
Thu Nov 19 21:02:33 +0000 2015 | America needs to impose stringent new screening procedures on anyone seeking a seat in Congress.
Wed Nov 18 03:47:31 +0000 2015 | You're just all so fucking stupid.
Wed Nov 18 03:06:45 +0000 2015 | I've said it before and I'll say it again: the Bible is 100% accurate. Especially when thrown at close range.
Tue Nov 17 23:55:40 +0000 2015 | It's shut. https://t.co/4G6bKCsfQq
Tue Nov 17 19:54:53 +0000 2015 | I give up. You're on your own. Good luck.
Tue Nov 17 04:05:45 +0000 2015 | "Give me your tired, your poor, your huddled masses yearning to breathe free. Unless they're darker than, say, beige."- Statue of Liberty.
Mon Nov 16 19:14:39 +0000 2015 | What would Jesus do? Funny you ask. https://t.co/sn9a1KkV7y
Sat Nov 14 23:45:54 +0000 2015 | I can kill for Myself just fine, thanks.
Sat Nov 14 04:35:19 +0000 2015 | I got nothing.
Fri Nov 13 21:29:50 +0000 2015 | Not again.
Wed Nov 11 18:21:32 +0000 2015 | When someone says they "love freedom", rest assured they don't mean yours.
Sun Nov 08 06:54:47 +0000 2015 | I regret everything.
Sat Nov 07 17:28:50 +0000 2015 | Real quote. Real picture. Real closeting. https://t.co/PcenIOtbWc
Sat Nov 07 00:15:57 +0000 2015 | Could everyone please retweet this so @JoelOsteen sees that many many people think he is an asshole? Thanks in advance.
Thu Nov 05 16:30:50 +0000 2015 | When Donald Trump is the saner and wiser alternative, your party has gone through the looking glass.
Wed Nov 04 20:01:41 +0000 2015 | I'm not verified because I never have been.
Wed Nov 04 03:43:07 +0000 2015 | I don't believe in evolution but at this point it would be a good idea.
Sat Oct 31 21:25:44 +0000 2015 | Retweet this and you can kill a guy.
Wed Oct 28 16:53:47 +0000 2015 | I'm not. https://t.co/kfir7Zy6nR
Tue Oct 27 01:08:42 +0000 2015 | Retweet this and you'll live forever.
Tue Oct 27 01:08:42 +0000 2015 | Retweet this and you'll live forever.
Fri Oct 23 17:03:56 +0000 2015 | Thoughts and prayers don't help. You know what does help? Help.
Tue Oct 20 03:48:50 +0000 2015 | Welcome back Canada! Nice to see you again.
Tue Oct 20 02:21:48 +0000 2015 | Congratulations, Canada. You now have the hottest First Couple on earth.
Mon Oct 19 22:40:59 +0000 2015 | No matter what happens always remember: I don't care.
Sat Oct 17 12:32:19 +0000 2015 | “It is what it is” means it’s not what it should be.
Wed Oct 14 23:48:49 +0000 2015 | Congratulations Toronto on having a good team that plays America's sport and an awful team that plays your own.
Wed Oct 14 18:43:49 +0000 2015 | One religion is right and the rest are wrong and you have to figure out what the right one is or you go to hell.
Wed Oct 14 03:00:18 +0000 2015 | I am the Lord thy God, King of the Universe, and I #FeelTheBern. #DemDebate
Wed Oct 14 02:37:15 +0000 2015 | Not yours, Mike. https://t.co/I21kn43w8L
Mon Oct 12 12:38:45 +0000 2015 | Today America honors a man who was wrong in many, many ways. #ColumbusDay
Mon Oct 12 04:25:24 +0000 2015 | And that someone is Satan. https://t.co/QAVovAmi7F
Mon Oct 12 04:03:21 +0000 2015 | 'Twas the night before Columbus Day and all through the house,
Indigenous peoples were unaware of their own imminent, protracted genocide.
Mon Oct 12 01:41:28 +0000 2015 | My secretary wrote this song's lyrics and in My opinion they're worth at least $1.29, if not $1.49. https://t.co/FGFTSUUUQ6
Sun Oct 11 05:36:24 +0000 2015 | If you retweet this you will go to hell.
Wed Oct 07 05:35:07 +0000 2015 | Retweeting this will change nothing.
Wed Oct 07 00:25:28 +0000 2015 | School shootings are a small price to pay for the freedom to be killed in school shootings.
Mon Oct 05 19:15:04 +0000 2015 | Low pay. Scanty resources. Constant disrespect. Insufficient recognition. The hallmarks of the world's noblest profession. #worldteachersday
Sat Oct 03 01:41:37 +0000 2015 | The less you know the more you don't think you need to.
Fri Oct 02 05:19:12 +0000 2015 | Instead of sending you all to hell I've decided it would be easier to just send hell to you.
Wed Sep 30 15:12:37 +0000 2015 | “Kim Davis Secretly Met with the Pope.” It’s true. A thrice-divorced woman met with a 78-year-old virgin to complain about married people.
Tue Sep 29 23:26:42 +0000 2015 | It's the Tony-nominated "Cry-Baby: The Musical"! Finally available on iTunes a scant 7 years after closing! 
http://t.co/H24iiG6SI6
Tue Sep 29 20:06:50 +0000 2015 | People say history is written by the winners, but actually history is written by historians, and most of them are losers.
Tue Sep 29 18:13:56 +0000 2015 | If at first you don't succeed, blame an ethnic group.
Mon Sep 28 17:22:20 +0000 2015 | Focus less on the tiny bit of liquid water melting on Mars and more on the catastrophic amount of liquid water melting on Earth.
Thu Sep 24 16:38:28 +0000 2015 | Facebook is down. Please refrain from genuine human contact until the problem is resolved.
Sat Sep 19 04:31:37 +0000 2015 | I know a guy who'd love you to pre-order this. http://t.co/vADA99Qfy3 http://t.co/4cLWpaFkpa
Sat Sep 19 02:42:47 +0000 2015 | This is the current leading candidate for the Republican nomination for President of the United States. https://t.co/bIXvzICCaO
Thu Sep 17 01:28:54 +0000 2015 | The Mexican border isn't nearly as insecure as Donald Trump. #GOPDebate
Tue Sep 15 22:21:34 +0000 2015 | Sometimes you can spend so much time looking at your phone you forget about the beauty all around you, so be sure to Google that.
Tue Sep 15 03:19:29 +0000 2015 | Everybody stop what you're doing for a second and remember that one day you'll stop what you're doing forever.
Tue Sep 15 00:25:37 +0000 2015 | I saw what you just did and it was disgusting.
Mon Sep 14 20:06:53 +0000 2015 | I don't create complex marine ecosystems in your toilets so please don't dump shit in My oceans.
Wed Sep 09 18:16:22 +0000 2015 | I'm up in heaven watching the #AppleEvent with Steve Jobs. Kidding! Steve's not here.
Wed Sep 09 00:00:12 +0000 2015 | Venus and Serena Williams have combined for 28 Grand Slam titles. To put that in perspective, you and your sister have 0 Grand Slam titles.
Tue Sep 08 20:19:41 +0000 2015 | The people who have total faith in Me tend to be the ones I have no faith in whatsoever.
Mon Sep 07 22:15:38 +0000 2015 | In a minute I'm going to turn the universe off and then back on again. Apologies for the inconvenience.
Sun Sep 06 22:09:50 +0000 2015 | Wrong. I'm not married. I'm a single Dad. http://t.co/z5I5s8n7LN
Sun Sep 06 21:46:12 +0000 2015 | No, no, no, no, no, no, and what the fuck does that last one even MEAN? http://t.co/VYjXoUMin3
Sat Sep 05 16:22:39 +0000 2015 | Sorry, Tim. There’s only so much even I can do. https://t.co/G4eiZCNWnQ
Fri Sep 04 20:07:57 +0000 2015 | You will all die.
Wed Sep 02 22:24:46 +0000 2015 | People continue to be the worst.
Wed Sep 02 15:43:22 +0000 2015 | Life is a good way to keep busy while waiting to die.
Tue Sep 01 21:17:12 +0000 2015 | Most of you were mistakes.
Tue Sep 01 20:14:56 +0000 2015 | RT @StarTalkRadio: If you haven’t heard the Extended Classic version of @neiltyson’s “A Conversation with God” you can listen here: https:/…
Tue Sep 01 18:15:57 +0000 2015 | To answer the two obvious questions: 
1. No, I did not give her the authority.
2. Yes, she's a closet lesbian. https://t.co/bH3sDr7W1y
Mon Aug 31 09:28:44 +0000 2015 | Everybody retweet this. I'll explain later.
Mon Aug 31 03:28:31 +0000 2015 | America, I cannot in good conscience bless you anymore.
Mon Aug 31 03:08:07 +0000 2015 | Kanye vs. Trump is exactly what America deserves.
Mon Aug 31 02:41:45 +0000 2015 | I have a @kanyewest complex.
Sun Aug 30 01:08:53 +0000 2015 | For the next 24 hours all fornication is sin-free. I know it's against policy but you need it so badly it's pathetic.
Fri Aug 28 17:32:44 +0000 2015 | You are 100% biodegradable.
Fri Aug 28 17:12:38 +0000 2015 | Yes, I had an account on Ashley Madison. Yes, I fooled around with other universes. But I didn’t Bang any of them.
Wed Aug 26 14:57:56 +0000 2015 | Prepare thyself, Los Angeles. God is coming. And this time… he’s Sean Hayes. https://t.co/Z9PkkYbCGv
Sun Aug 23 22:02:42 +0000 2015 | I have no plan.
Sun Aug 23 16:48:48 +0000 2015 | If Donald Trump becomes President I’m moving to another universe.
Sun Aug 16 19:05:13 +0000 2015 | Wrong. And I don't not have grammar neither. http://t.co/pRfpez3mTK
Wed Aug 05 18:05:31 +0000 2015 | I'm proud of you, humanity. I used to flood the earth. Now you do it on your own.
Tue Aug 04 01:49:39 +0000 2015 | Boobs are My masterpiece.
Wed Jul 29 03:01:42 +0000 2015 | It's easy for you to assume the guy who shot #CecilTheLion has a small penis, but I'm God, and I KNOW he does.
Mon Jul 27 18:00:38 +0000 2015 | Humanity is an epic fail.
Fri Jul 24 04:06:32 +0000 2015 | Once you realize nothing makes sense it all makes sense.
Fri Jul 24 01:19:07 +0000 2015 | Sorry folks. You’re stuck on Earth 1.0. #NoUpgradePossible
Thu Jul 23 17:38:37 +0000 2015 | Deep down in your soul, you need more money.
Sat Jul 18 21:07:48 +0000 2015 | There is not a single human being on earth that’s as good at anything as Donald Trump is good at being an asshole.
Thu Jul 16 23:14:06 +0000 2015 | Saying "guns don't kill people" is like saying "defibrillators don't save people".
Wed Jul 15 13:15:16 +0000 2015 | Attention: Due to maintenance, the laws of physics will be suspended from 11pm to 6am this evening. We apologize for the inconvenience.
Tue Jul 14 00:39:02 +0000 2015 | In America anybody can grow up to believe I want them to be President.
Mon Jul 13 21:03:35 +0000 2015 | Who wins in a fight between Donald Trump and El Chapo? Everyone.
Mon Jul 13 19:07:59 +0000 2015 | Yes, Scott. Running for president is the first part of "My plan for you". The second part: your humiliating defeat. http://t.co/zN2obSpJsb
Sun Jul 12 16:27:11 +0000 2015 | I can't believe I lost Wimbledon.
Sun Jul 12 07:17:56 +0000 2015 | Retweet this for a sin-free masturbation.
Thu Jul 09 18:01:19 +0000 2015 | Just because other people are assholes doesn't mean you're not also an asshole.
Thu Jul 09 03:01:46 +0000 2015 | Greece owes Europe some money. Europe owes Greece Western civilization. Call it even?
Sat Jul 04 09:33:24 +0000 2015 | "All men are created equal." - A man who owned 600 other men.

Happy 4th of July!
Thu Jul 02 19:14:50 +0000 2015 | Standing up for what you believe isn't a virtue if what you believe in is awful.
Wed Jul 01 15:59:46 +0000 2015 | Happy #CanadaDay to the world's Ned Flanders who shares a 3,000-mile border with Homer Simpson.
Sat Jun 27 14:29:53 +0000 2015 | The right to be wrong is not an excuse to be wrong.
Sat Jun 27 01:53:17 +0000 2015 | "Whenever the rainbow appears, I will see it and remember My everlasting covenant with all creatures on the earth.” http://t.co/J9sEvwHjix
Fri Jun 26 20:51:53 +0000 2015 | What would Jesus do? Officiate a gay marriage. And then cater it using only a loaf and a fish.
Fri Jun 26 15:09:06 +0000 2015 | If the Founding Fathers were alive today they'd all start marrying each other.
Fri Jun 26 14:47:48 +0000 2015 | Gay weddings for everybody!
Wed Jun 24 23:40:10 +0000 2015 | All male gunowners have small penises. All female gunowners also have small penises. Please RT this so they know.
Wed Jun 24 03:14:48 +0000 2015 | People say the Confederate flag is a symbol of slavery, racism and oppression, but it’s also a symbol of getting your ass kicked.
Mon Jun 22 23:43:08 +0000 2015 | Walmart announcing it's removing Confederate flag merchandise from its stores is the most depressing civil-rights triumph of all time.
Mon Jun 22 20:38:47 +0000 2015 | Congratulations to South Carolina for moving boldly forward into the late nineteenth century.
Sun Jun 21 18:13:36 +0000 2015 | It's tough being a single Dad.
Thu Jun 18 15:14:09 +0000 2015 | Dylann Roof has the same "mental illness" that millions and millions of white Americans have had for 400 years.
Thu Jun 18 04:10:30 +0000 2015 | What is wrong with you?
Wed Jun 17 00:47:03 +0000 2015 | RT @WNYC: First there was @TheTweetofGod. Then it became a Broadway hit. |via @sideshow http://t.co/X7YO98H2WA http://t.co/76G1lwzKIR
Tue Jun 16 23:28:26 +0000 2015 | Donald Trump is the kind of asshole other assholes look at and say "Now THERE'S an asshole."
Mon Jun 15 04:02:58 +0000 2015 | Retweet this and I'll send you a direwolf.
Sun Jun 14 04:37:26 +0000 2015 | Watching "Jurassic World" really made Me nostalgic for the era between day six of Creation and Noah's Ark, when they lived.
Sun Jun 14 03:57:54 +0000 2015 | I created skin to hold you together, not tear you apart.
Sat Jun 13 22:44:26 +0000 2015 | For your continued support, @AaronRodgers12, I make this prediction for Super Bowl L: Packers 91, Patriots -14.
Wed Jun 10 05:15:55 +0000 2015 | Update: people are still stupid.
Sun Jun 07 02:23:29 +0000 2015 | The critics are unanimous! Except for a couple! Who aren’t included! For obvious reasons! @ActOfGodBway #AnActOfGod http://t.co/k6NLrUccVL
Sat Jun 06 21:27:34 +0000 2015 | 100% wrong. http://t.co/sC56J55GwV
Sat Jun 06 03:53:23 +0000 2015 | To those of you taking the SATs tomorrow: BCCDECDABBCDEABCDEEBBCEBADEBCDEACBDEACBEDACBCAD. 
I damn well better see you in church on Sunday.
Thu Jun 04 02:52:36 +0000 2015 | I'm telling you: I will NOT let the
Stanley Cup go to friggin' Tampa Bay. #GoHawks #StanleyCupFinals
Thu Jun 04 01:58:05 +0000 2015 | "Jim Bob Duggar: 'God Has Forgiven Josh'." No I haven't. He's going to hell, just like you.
Tue Jun 02 18:26:54 +0000 2015 | Sepp Blatter is retiring to spend more time with his money.
Tue Jun 02 01:42:39 +0000 2015 | Sometimes I love you so much I want to kill you all just to bring you here and hug you.
Mon Jun 01 23:34:06 +0000 2015 | For the record I made women from men before it was cool.
Mon Jun 01 09:55:00 +0000 2015 | I created the universe on a Monday and Mondays have sucked ever since.
Sun May 31 02:45:04 +0000 2015 | Church is a waste of time.
Sat May 30 20:44:43 +0000 2015 | The laws of physics I created do not apply to Lionel Messi.
Sat May 30 13:53:05 +0000 2015 | Sure, Frank. How's next Wednesday look? https://t.co/eFeezgWAPt
Fri May 29 17:43:53 +0000 2015 | Evil people often find great success their entire lives, then die completely unrepentant and completely unpunished. Sorry 'bout that.
Fri May 29 17:29:02 +0000 2015 | Sepp aside, asshole.
Fri May 29 14:38:41 +0000 2015 | RT @nytimesarts: Review: If God were as adorable as Jim Parsons, perhaps more of us would mind our morals http://t.co/7nQ7cCJlFr http://t.c…
Thu May 28 12:12:31 +0000 2015 | RT @playbill: God opens on Broadway tonight! #AnActofGod
http://t.co/Nn0gmEgYuX http://t.co/OnyArwIgtn
Wed May 27 20:00:50 +0000 2015 | RT @WBUR: Comedy writer David Javerbaum brings @TheTweetOfGod to #Broadway, starring Jim Parsons: http://t.co/eSUyCquFo4 http://t.co/cOlyeX…
Wed May 27 13:52:49 +0000 2015 | Only America could bring the force of impartial justice to FIFA, because it's the only country on earth that doesn't care about football.
Wed May 27 02:42:39 +0000 2015 | "Lord, can I have a pony?" Sure. Just as soon as I get a prayer from a pony asking for a little girl with no clue how to take care of it.
Tue May 26 23:43:54 +0000 2015 | "Vatican: Irish Gay Marriage Referendum a ‘Defeat for Humanity’." As opposed to wholesale child rape, which was a smashing success.
Tue May 26 21:40:25 +0000 2015 | Every day a billion people call My name seeking help and a billion more call it seeking orgasm. I don't know which is more awkward.
Mon May 25 21:05:32 +0000 2015 | I honestly can no longer remember what I was thinking with spiders.
Sat May 23 14:16:05 +0000 2015 | Dublin, if this doesn't tell you My opinion nothing will. #MarRef http://t.co/3PzKFiqF3N
Fri May 22 19:53:23 +0000 2015 | When you do something horrible don't try to make up for it by "getting closer to God". You're a creep and I don't want you anywhere near Me.
Fri May 22 13:31:36 +0000 2015 | Ireland, marriage should be between a man and a woman. Unless it's gay marriage, which is also fine.
#IrelandVoteYes #VoteYes #MarRef2015
Fri May 22 02:16:29 +0000 2015 | There are some sins so bad that Jesus comes down from the cross and says "No way I'm dying for that shit."
Thu May 21 23:00:28 +0000 2015 | If you think atheism promotes a lack of moral responsibility, you should see what happens when My son takes the blame for all your sins.
Wed May 20 01:57:31 +0000 2015 | You're My greatest creation, and I'm your worst.
Tue May 19 04:08:53 +0000 2015 | Just talked to Brahma. He's not ashamed to have been born Indian either. #ModiInsultsIndia
Sun May 17 16:04:02 +0000 2015 | There is no problem you can't solve by creating a larger problem.
Sun May 17 03:42:58 +0000 2015 | I hear all your prayers and they're very, very funny.
Wed May 13 22:12:02 +0000 2015 | America is the greatest country on earth when it comes to telling everyone it's the greatest country on earth.
Mon May 11 19:54:32 +0000 2015 | Life is a never-ending battle between the dumbasses and the smartasses.
Sun May 10 14:18:13 +0000 2015 | Happy Mother's Day to the woman who takes a whole lot better care of you than I do.
Fri May 08 20:46:05 +0000 2015 | Prayer is founded on the fundamental misconception that I take requests.
Fri May 08 01:15:39 +0000 2015 | Bullshit. http://t.co/8qbBaoU3ka
Thu May 07 22:35:38 +0000 2015 | The British election is still more proof that the problem with government of the people, by the people, and for the people, is the people.
Wed May 06 20:35:47 +0000 2015 | Messi.
Tue May 05 23:30:37 +0000 2015 | Masturbation is disgusting. I only did it once. It took Me six days. And I'm still cleaning up the mess.
Tue May 05 22:58:13 +0000 2015 | The reason masturbation is a sin, @rickygervais, is not that it's intrinsically evil. It's that every time you do it, I have to watch.
Tue May 05 15:28:32 +0000 2015 | I know I should stop appearing in Republicans' dreams and saying "I command thee to run for President!" but dammit, it's so friggin' fun.
Mon May 04 17:01:06 +0000 2015 | RT @nytimestheater: How God’s Twitter account (@TheTweetOfGod) made it to Broadway http://t.co/MbXfwyZYlK http://t.co/AaktcfDEEA
Mon May 04 00:24:43 +0000 2015 | Floyd Mayweather made $100 million last night. He also partied with Justin Bieber. Shall I continue? Life on earth, I mean?
Sun May 03 04:52:41 +0000 2015 | Don't thank Me, Floyd. Thank Satan, your Lord and Savior, you fucking bastard.
Sun May 03 04:51:36 +0000 2015 | Good always triumphs over evil, except when it doesn't. #MayweatherPacquiao
Sun May 03 00:33:51 +0000 2015 | Prediction: Floyd Mayweather is going to hell.
Fri May 01 11:52:56 +0000 2015 | The bad news: climate change threatens 1 in every 6 species with extinction.

The good news: you're one of them.
Thu Apr 30 17:13:53 +0000 2015 | Here is a New York Times article about the blasphemer who claims to have written My upcoming play and these tweets. http://t.co/GqREPtOn6v
Thu Apr 30 14:20:49 +0000 2015 | Maybe Freddie Gray broke his own spine. And maybe Michael Brown committed suicide. And maybe black people enslaved themselves.
Thu Apr 30 02:50:52 +0000 2015 | Rioting is not the answer, but repeatedly killing unarmed black people is reeeeeeallly not the answer.
Thu Apr 30 02:11:44 +0000 2015 | The best way to stop people from protesting about a bad thing is to stop doing the bad thing.
Wed Apr 29 18:52:50 +0000 2015 | Don't use alcohol as a crutch. Use a long wooden stick for that. Use alcohol to get drunk.
Sun Apr 26 17:54:24 +0000 2015 | The only part of My job I really enjoy is determining who wins sporting events.
Sun Apr 26 17:16:27 +0000 2015 | "I'll pray for you" is an intellectually dishonest way of saying "Fuck off."
Sun Apr 26 16:36:59 +0000 2015 | If you're using the #NepalEarthquake as a religious-conversion opportunity, congratulations on climbing the Mt. Everest of assholery.
Sat Apr 25 18:02:41 +0000 2015 | You can pray for Nepal, or you can actually do something by contributing to relief efforts: https://t.co/Cm3XaC0rSp
Sat Apr 25 17:50:53 +0000 2015 | Just because you're misunderstood doesn't mean you're a genius.
Sat Apr 25 01:55:34 +0000 2015 | Bruce Jenner is the first Kardashian woman I can tolerate.
Fri Apr 24 21:59:38 +0000 2015 | It was genocide, Turkey. Come on. Man up.
Fri Apr 24 16:21:58 +0000 2015 | Try not to worry about things you can’t control, which is pretty much everything.
Fri Apr 24 14:46:31 +0000 2015 | J’aimerais inviter tous Mes fans francophones à Me Suivre @LeTweetDeGod ! Comme le compte habituel, mais avec plus de signes diacritiques !
Fri Apr 24 03:25:13 +0000 2015 | If I am not constantly told how great I am I get angry because even though I am omnipotent and omniscient, I am emotionally insecure.
Fri Apr 24 01:06:54 +0000 2015 | "Did you create mosquitoes just to annoy people?" No. I created people just to feed mosquitoes.
Thu Apr 23 14:15:19 +0000 2015 | I tried #takeyourchildtoworkday 2,000 years ago and it was the stupidest thing I ever did.
Wed Apr 22 04:32:38 +0000 2015 | Don't take this the wrong way, but I regret you as a species.
Tue Apr 21 18:32:44 +0000 2015 | You are deeply flawed and profoundly insignificant. I say that with love.
Mon Apr 20 21:41:20 +0000 2015 | If shooting animals makes you feel better about yourself, imagine how good you'd feel if you shot a human being, like yourself.
Mon Apr 20 04:33:14 +0000 2015 | Of course there are alternate realities. There are over 7 billion on this planet alone.
Mon Apr 20 01:27:21 +0000 2015 | It's great to see how many country music stars are thanking Me at the #ACMawards50 even though I think country music sucks.
Sun Apr 19 17:16:23 +0000 2015 | If by "bring glory to His name" you mean "kick the shit out of that loathsome bastard Floyd Mayweather", then yes. http://t.co/P8wj5x69VJ
Sun Apr 19 14:02:39 +0000 2015 | Retweeting this counts as going to church.
Sun Apr 19 04:19:43 +0000 2015 | Everything happens for a reason you make up afterwards.
Sat Apr 18 05:04:12 +0000 2015 | I only reveal Myself to stoners, schizophrenics and conservative Republicans.
Wed Apr 15 23:22:34 +0000 2015 | Jamaica just decriminalized pot. Finally, Jamaicans can smoke pot.
Tue Apr 14 21:28:46 +0000 2015 | I see you when you masturbate and you're very good at it.
Tue Apr 14 00:23:32 +0000 2015 | It is risen! #AnActOfGod http://t.co/KucIgUcToi
Mon Apr 13 18:45:04 +0000 2015 | In the interest of taking the pressure off you so you can relax and enjoy life I'm just going to tell you up front you're all going to hell.
Sun Apr 12 21:46:58 +0000 2015 | Get ready for Hillary Clinton to pretend to believe the hell out of Me.
Sun Apr 12 14:52:30 +0000 2015 | I'm skipping church.
Sun Apr 12 05:07:25 +0000 2015 | Retweeting this is useless.
Sun Apr 12 01:33:01 +0000 2015 | Age is nothing but a number. A number that increases as you approach death.
Sat Apr 11 21:10:13 +0000 2015 | It's easy to blame other people for your problems. Seriously, try it.
Fri Apr 10 20:57:04 +0000 2015 | Time flies when you're having fun, so the more you enjoy life the quicker you'll be dead.
Thu Apr 09 03:02:51 +0000 2015 | Many of you are stupid. I know I tweet this a lot, but in My defense many of you are stupid a lot.
Wed Apr 08 23:49:15 +0000 2015 | It's not institutionalized racism. It's just millions of isolated cases.
Wed Apr 08 17:24:36 +0000 2015 | If I didn't want men to be attracted to other men I wouldn't have made cock so delicious.
Wed Apr 08 02:27:54 +0000 2015 | The first step to recovering from repeatedly shooting unarmed black people is admitting you’re repeatedly shooting unarmed black people.
Sun Apr 05 23:24:56 +0000 2015 | Your problem is you.
Sun Apr 05 23:08:31 +0000 2015 | Picture by @ZakNoyle. Set design by Me and you. http://t.co/qlncEOw79s
Sun Apr 05 13:15:33 +0000 2015 | Christ is risen. Kentucky is fallen. #HappyEaster
